session_file,session_index,emotion_id,emotion,channel,region,n_windows,theta_power,alpha_power,beta_power,gamma_power
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,P1,Parietal,8672,0.018216704949736595,0.016378426924347878,0.004288719967007637,0.001659401343204081
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,PZ,Parietal,8672,0.019990574568510056,0.016177114099264145,0.0037618742790073156,0.0011234142584726214
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,P2,Parietal,8672,0.01914121024310589,0.016503827646374702,0.004023232497274876,0.0013247501337900758
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,P4,Parietal,8672,0.016624199226498604,0.016601279377937317,0.005380488932132721,0.003011696506291628
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,P6,Parietal,8672,0.016113821417093277,0.015161619521677494,0.006049351301044226,0.003980490379035473
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,P8,Parietal,8672,0.016064587980508804,0.01299575436860323,0.006835242733359337,0.004737932235002518
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,PO7,Occipital,8672,0.01634855382144451,0.012547147460281849,0.006181216798722744,0.004557706415653229
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,PO5,Occipital,8672,0.016106946393847466,0.014951534569263458,0.006374918855726719,0.004435523878782988
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,PO3,Occipital,8672,0.017350047826766968,0.01621382124722004,0.005128117278218269,0.0030784113332629204
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,POZ,Occipital,8672,0.018412170931696892,0.014763206243515015,0.004339470993727446,0.0024836992379277945
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,PO4,Occipital,8672,0.017531225457787514,0.0164235420525074,0.004861210007220507,0.0029888886492699385
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,PO6,Occipital,8672,0.01616218127310276,0.015002665109932423,0.005995562765747309,0.004473957233130932
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,PO8,Occipital,8672,0.016305768862366676,0.014089993201196194,0.006087810732424259,0.004588794428855181
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,CB1,Occipital,8672,0.017936646938323975,0.01096681784838438,0.005503271706402302,0.00378815783187747
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,O1,Occipital,8672,0.016910752281546593,0.011645777150988579,0.005648178979754448,0.004307409282773733
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,OZ,Occipital,8672,0.017403030768036842,0.012134421616792679,0.004856059327721596,0.0034039875026792288
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,O2,Occipital,8672,0.016791660338640213,0.012720273807644844,0.00498059531673789,0.0037223738618195057
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,1,Fear,CB2,Occipital,8672,0.01720290444791317,0.01104492787271738,0.005224777385592461,0.003973319660872221
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FP1,Frontal,10160,0.01627299189567566,0.005793379154056311,0.004452809225767851,0.003218888072296977
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FPZ,Frontal,10160,0.017354117706418037,0.006209472194314003,0.003795468248426914,0.0025488347746431828
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FP2,Frontal,10160,0.01628325879573822,0.005858381278812885,0.004906993359327316,0.003801459912210703
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,AF3,Frontal,10160,0.018677258864045143,0.008335466496646404,0.004394827410578728,0.0025120521895587444
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,AF4,Frontal,10160,0.019276784732937813,0.00886471476405859,0.004597009625285864,0.0025795993860810995
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,F7,Frontal,10160,0.01523641124367714,0.007945118471980095,0.004022645298391581,0.0026230174116790295
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,F5,Frontal,10160,0.016677280887961388,0.0088153425604105,0.004415376577526331,0.00268475990742445
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,F3,Frontal,10160,0.01927882246673107,0.010753946378827095,0.0053620911203324795,0.002598375082015991
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,F1,Frontal,10160,0.02309531532227993,0.012982670217752457,0.004762235097587109,0.0017121395794674754
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FZ,Frontal,10160,0.02525915950536728,0.015053861774504185,0.0045391228049993515,0.0014015272026881576
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,F2,Frontal,10160,0.023169325664639473,0.013818853534758091,0.004789295140653849,0.001699888496659696
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,F4,Frontal,10160,0.020222745835781097,0.01167068537324667,0.0059040021151304245,0.0027397358790040016
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,F6,Frontal,10160,0.016864389181137085,0.009306494146585464,0.0055278898216784,0.003336767666041851
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,F8,Frontal,10160,0.014818117953836918,0.0078102461993694305,0.004463433753699064,0.0030695602763444185
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FT7,Temporal,10160,0.014523327350616455,0.0101536326110363,0.006970748770982027,0.005053133703768253
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FC5,Frontal,10160,0.014946579933166504,0.011567489244043827,0.007064380217343569,0.004806180484592915
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FC3,Frontal,10160,0.0198005773127079,0.015993302688002586,0.0063201370649039745,0.0030034449882805347
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FC1,Frontal,10160,0.02403808757662773,0.016790317371487617,0.0058374046348035336,0.002125062746927142
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FCZ,Frontal,10160,0.02791564166545868,0.01712583564221859,0.005127602256834507,0.0015805271686986089
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FC2,Frontal,10160,0.02410336211323738,0.016163460910320282,0.0057145836763083935,0.002091275993734598
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FC4,Frontal,10160,0.0205861646682024,0.016464976593852043,0.006892795208841562,0.0030750420410186052
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FC6,Frontal,10160,0.015593571588397026,0.013014834374189377,0.007615725044161081,0.004960998427122831
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,FT8,Temporal,10160,0.014074531383812428,0.010364057496190071,0.007106193341314793,0.005166203714907169
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,T7,Temporal,10160,0.013048266991972923,0.010206653736531734,0.011295056901872158,0.009079982526600361
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,C5,Central/Motor,10160,0.015739906579256058,0.013852890580892563,0.008400285616517067,0.0051352884620428085
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,C3,Central/Motor,10160,0.01872577704489231,0.019706910476088524,0.006983894854784012,0.00323580764234066
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,C1,Central/Motor,10160,0.021620498970150948,0.019822312518954277,0.005619388539344072,0.002035474870353937
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,CZ,Central/Motor,10160,0.024605747312307358,0.01786932721734047,0.004708561114966869,0.001455020159482956
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,C2,Central/Motor,10160,0.02203289605677128,0.018074315041303635,0.00530049204826355,0.0018033223459497094
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,C4,Central/Motor,10160,0.018137987703084946,0.01993129961192608,0.00711324205622077,0.0034939402248710394
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,C6,Central/Motor,10160,0.016053374856710434,0.015309266746044159,0.008474868722259998,0.005157306790351868
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,T8,Temporal,10160,0.013636966235935688,0.011106109246611595,0.009848047979176044,0.00797283835709095
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,TP7,Temporal,10160,0.01688673160970211,0.01095636934041977,0.007492060773074627,0.005228234454989433
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,CP5,Parietal,10160,0.01771147921681404,0.014657165855169296,0.006303047761321068,0.0034839236177504063
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,CP3,Parietal,10160,0.018536005169153214,0.01758710667490959,0.0058870986104011536,0.002574250800535083
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,CP1,Parietal,10160,0.019518723711371422,0.018063684925436974,0.00490209087729454,0.0016753365052863955
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,CPZ,Parietal,10160,0.02102077566087246,0.017736829817295074,0.00414744857698679,0.0010971276788040996
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,CP2,Parietal,10160,0.02029581367969513,0.017156142741441727,0.00464465981349349,0.0015139568131417036
SEEDV_Q1_SAFE_SESSION1_16sub.npz,1,2,Sad,CP4,Parietal,10160,0.018468622118234634,0.017321301624178886,0.005911265499889851,0.0027386690489947796
